Manufacturer,Model,Device Codename,Chipset Processor,DPI,Pixel
Samsung, SM-N9005, hlte, qcom, 480dpi, 1080x1920
Samsung, SM-N9208, noblelte, samsungexynos7420, 480dpi, 1080x1920
Samsung, SM-N920C, noblelte, samsungexynos7420, 480dpi, 1080x1920
Samsung, SM-N920P, nobleltespr, samsungexynos7420, 480dpi, 1080x1920
Samsung, SM-N920T, nobleltetmo, samsungexynos7420, 480dpi, 1080x1920
Samsung, SM-A520W, a5y17ltecan, samsungexynos7880, 540dpi, 1080x1920
Samsung, SM-A720F, a7y17lte, samsungexynos7880, 540dpi, 1080x1920
Samsung, SM-A910F, a9xproltesea, qcom, 540dpi, 1080x1920
Samsung, SM-G610F, on7xelte, samsungexynos7870, 540dpi, 1080x1920
Samsung, SM-G610M, on7xelte, samsungexynos7870, 540dpi, 1080x1920
Samsung, SM-G611MT, on7xreflte, samsungexynos7870, 540dpi, 1080x1920
Samsung, SM-G928C, zenlte, samsungexynos7420, 540dpi, 1080x1920
Samsung, SM-G930F, herolte, samsungex, 540dpi, 1080x1920
Samsung, SM-G930T, heroqltetmo, qcom, 540dpi, 1080x1920
Samsung, SM-G935K, hero2ltektt, samsungexynos8890, 540dpi, 1080x1920
Samsung, SM-J730G, j7y17lte, samsungexynos7870, 540dpi, 1080x1920
Samsung, SM-N910C, 22041219NY, qcom, 640dpi, 1080x1920
Samsung, SM-G970F, beyond0, exynos9, 540dpi, 1080x2002
Samsung, SM-G970F, beyond0, exynos9820, 540dpi, 1080x2002
Samsung, SM-G970U, beyond0q, qcom, 540dpi, 1080x2002
Samsung, SM-G975N, beyond2, exynos9820, 540dpi, 1080x2011
Samsung, SM-G970F, beyond0, exyno, 480dpi, 1080x2020
Samsung, SM-G970F, beyond0, exynos98, 480dpi, 1080x2020
Samsung, SM-G970U1, beyond0q, qcom, 480dpi, 1080x2020
Samsung, SM-G9730, beyond1q, qcom, 480dpi, 1080x2024
Samsung, SM-G973N, beyond1, exynos9820, 480dpi, 1080x2024
Samsung, SM-G973W, beyond1q, qcom, 480dpi, 1080x2024
Samsung, SM-N970F, d1, exynos9825, 540dpi, 1080x2028
Samsung, SM-G975F, beyond2, exynos, 480dpi, 1080x2029
Samsung, SM-G977B, beyondx, exynos9820, 480dpi, 1080x2032
Samsung, SM-G977N, beyondx, exynos9820, 480dpi, 1080x2032
Samsung, SM-G977U, beyondxq, qcom, 480dpi, 1080x2032
Samsung, SM-N976U, d2xq2, qcom, 540dpi, 1080x2033
Samsung, SM-G975U1, beyond2q, qcom, 450dpi, 1080x2038
Samsung, SM-G973F, beyond1, exyno, 420dpi, 1080x2042
Samsung, SM-G973F, beyond1, exynos9, 420dpi, 1080x2042
Samsung, SM-N9700, d1q, qcom, 480dpi, 1080x2046
Samsung, SM-N971N, d1x, exynos9825, 480dpi, 1080x2046
Samsung, SM-G9750, beyond2q, qcom, 420dpi, 1080x2047
Samsung, SM-G975F, beyond2, exyno, 420dpi, 1080x2047
Samsung, SM-G975F, beyond2, exynos9, 420dpi, 1080x2047
Samsung, SM-G975F, beyond2, exynos98, 420dpi, 1080x2047
Samsung, SM-N976N, d2x, exynos9825, 480dpi, 1080x2051
Samsung, SM-N976V, d2xq, qcom, 480dpi, 1080x2051
Samsung, SM-A605FN, a6plte, qcom, 540dpi, 1080x2058
Samsung, SM-A730F, jackpot2lte, samsungexynos7885, 540dpi, 1080x2058
Samsung, SM-A750FN, a7y18lte, samsungexynos7885, 540dpi, 1080x2058
Samsung, SM-A750G, a7y18lte, exynos7885, 540dpi, 1080x2058
Samsung, SM-A920F, a9y18qlte, qcom, 540dpi, 1080x2058
Samsung, SM-G955N, dream2lteks, samsungexynos8895, 540dpi, 1080x2058
Samsung, SM-G965W, star2qltecs, qcom, 540dpi, 1080x2058
Samsung, SM-N960N, crownlteks, samsungexynos9810, 540dpi, 1080x2058
Samsung, SM-N970U1, d1q, qcom, 420dpi, 1080x2064
Samsung, SM-N975W, d2q, qcom, 420dpi, 1080x2069
Samsung, SM-N976B, d2x, exynos9825, 420dpi, 1080x2069
Samsung, SM-N976Q, d2xq, qcom, 420dpi, 1080x2069
Samsung, SC-02K, SC-02K, qcom, 480dpi, 1080x2076
Samsung, SM-A530F, jackpotlte, sams, 480dpi, 1080x2076
Samsung, SM-A530F, jackpotlte, samsu, 480dpi, 1080x2076
Samsung, SM-A530N, jackpotlteks, sam, 480dpi, 1080x2076
Samsung, SM-A530N, jackpotlteks, samsungexynos7885, 480dpi, 1080x2076
Samsung, SM-A530W, jackpotltecan, samsungexynos7885, 480dpi, 1080x2076
Samsung, SM-A605K, a6pltektt, qcom, 480dpi, 1080x2076
Samsung, SM-A750F, a7y18lte, exynos7885, 480dpi, 1080x2076
Samsung, SM-A750FN, a7y18lte, sams, 480dpi, 1080x2076
Samsung, SM-A750FN, a7y18lte, samsu, 480dpi, 1080x2076
Samsung, SM-A750GN, a7y18lte, exynos7885, 480dpi, 1080x2076
Samsung, SM-G950F, dreamlte, qcom, 480dpi, 1080x2076
Samsung, SM-G950F, dreamlte, samsun, 480dpi, 1080x2076
Samsung, SM-G950F, dreamlte, samsunge, 480dpi, 1080x2076
Samsung, SM-G950F, dreamlte, samsungexynos, 480dpi, 1080x2076
Samsung, SM-G950F, dreamqltechn, qcom, 480dpi, 1080x2076
Samsung, SM-G950N, dreamlteks, samsungexynos8895, 480dpi, 1080x2076
Samsung, SM-G950W, dreamqltecan, qcom, 480dpi, 1080x2076
Samsung, SM-G955U1, dream2qlteue, qcom, 480dpi, 1080x2076
Samsung, SM-G9600, starqltechn, qc, 480dpi, 1080x2076
Samsung, SM-G960F, starlte, samsu, 480dpi, 1080x2076
Samsung, SM-G960F, starlte, samsunge, 480dpi, 1080x2076
Samsung, SM-G960F, starlte, samsungex, 480dpi, 1080x2076
Samsung, SM-G960U1, starqlteue, qcom, 480dpi, 1080x2076
Samsung, SM-G960W, starqltecs, qcom, 480dpi, 1080x2076
Samsung, SM-N9500, greatqltechn, qcom, 480dpi, 1080x2076
Samsung, SM-G8870, a8sqltechn, qcom, 420dpi, 1080x2079
Samsung, SM-G887N, a8sqlteks, qcom, 420dpi, 1080x2079
Samsung, SM-G990U, r9q, qcom, 540dpi, 1080x2079
Samsung, SM-S908U, b0q, qcom, 540dpi, 1080x2079
Samsung, SM-S908U1, b0q, qcom, 540dpi, 1080x2079
Samsung, SM-G990E, r9s, exynos2100, 510dpi, 1080x2088
Samsung, SM-A405FM, a40, exynos7885, 540dpi, 1080x2092
Samsung, SM-A405FM, a40, exynos7904, 540dpi, 1080x2092
Samsung, SM-M205FN, m20lte, exynos7904, 540dpi, 1080x2093
Samsung, SM-M205M, m20lte, exynos7904, 540dpi, 1080x2093
Samsung, SM-A605GN, a6plte, qcom, 420dpi, 1080x2094
Samsung, SM-A730F, jackpot2lte, sam, 420dpi, 1080x2094
Samsung, SM-A730F, jackpot2lte, sams, 420dpi, 1080x2094
Samsung, SM-A750F, a7y18lte, samsungexynos7885, 420dpi, 1080x2094
Samsung, SM-A750FN, a7y18lte, ex, 420dpi, 1080x2094
Samsung, SM-A750FN, a7y18lte, samsun, 420dpi, 1080x2094
Samsung, SM-A750FN, a7y18lte, samsung, 420dpi, 1080x2094
Samsung, SM-A750G, a7y18lte, exyno, 420dpi, 1080x2094
Samsung, SM-A750G, a7y18lte, samsungexynos7885, 420dpi, 1080x2094
Samsung, SM-A750GN, a7y18lte, samsungexynos7885, 420dpi, 1080x2094
Samsung, SM-A9200, a9y18qltechn, qcom, 420dpi, 1080x2094
Samsung, SM-G955F, dream2lte, samsu, 420dpi, 1080x2094
Samsung, SM-G955F, dream2lte, samsungexy, 420dpi, 1080x2094
Samsung, SM-G955F, dream2lte, samsungexyn, 420dpi, 1080x2094
Samsung, SM-G955F, dream2lte, samsungexyno, 420dpi, 1080x2094
Samsung, SM-G955F, greatlte, samsungexynos8895, 420dpi, 1080x2094
Samsung, SM-G955W, dream2qltecan, qcom, 420dpi, 1080x2094
Samsung, SM-G9650, star2qltechn, qc, 420dpi, 1080x2094
Samsung, SM-G965F, star2lte, sams, 420dpi, 1080x2094
Samsung, SM-G965F, star2lte, samsu, 420dpi, 1080x2094
Samsung, SM-G965F, star2lte, samsung, 420dpi, 1080x2094
Samsung, SM-G965F, star2lte, samsungexyn, 420dpi, 1080x2094
Samsung, SM-G965N, star2lteks, samsungexynos9810, 420dpi, 1080x2094
Samsung, SM-N950F, greatlte, samsun, 420dpi, 1080x2094
Samsung, SM-N950N, greatlteks, sams, 420dpi, 1080x2094
Samsung, SM-N950U1, greatqlteue, qcom, 420dpi, 1080x2094
Samsung, SM-N960W, crownqltecs, qcom, 420dpi, 1080x2094
Samsung, SM-A305F, a30, exynos7904, 540dpi, 1080x2095
Samsung, SM-A305FN, a30, exynos7885, 540dpi, 1080x2095
Samsung, SM-A305GT, a30, exynos7904, 540dpi, 1080x2095
Samsung, SM-A505F, a50, exynos9610, 540dpi, 1080x2095
Samsung, SM-A505FM, a50, exynos9610, 540dpi, 1080x2095
Samsung, SM-A505GT, a50, exynos9610, 540dpi, 1080x2095
Samsung, SM-A505U1, a50, exynos9610, 540dpi, 1080x2095
Samsung, SM-M307FN, m30s, exynos9611, 540dpi, 1080x2095
Samsung, SM-G990B, r9q, qcom, 480dpi, 1080x2097
Samsung, SM-G990B2, r9q, qcom, 480dpi, 1080x2097
Samsung, SM-S901E, r0q, qcom, 540dpi, 1080x2097
Samsung, SM-S901U, r0q, qcom, 540dpi, 1080x2097
Samsung, SM-A6060, a60q, qcom, 420dpi, 1080x2103
Samsung, SM-G715FN, xcoverpro, exynos9611, 420dpi, 1080x2104
Samsung, SM-A305G, a30, exynos7904, 510dpi, 1080x2104
Samsung, SM-S906B, g0s, s5e9925, 540dpi, 1080x2104
Samsung, SM-N986N, c2q, qcom, 480dpi, 1080x2105
Samsung, SM-N986U, c2q, qcom, 480dpi, 1080x2105
Samsung, SM-S908E, b0q, qcom, 450dpi, 1080x2106
Samsung, SM-S918U1, dm3q, qcom, 450dpi, 1080x2106
Samsung, SM-A405FM, a40, exynos7, 480dpi, 1080x2110
Samsung, SM-A405FM, a40, exynos788, 480dpi, 1080x2110
Samsung, SM-A405FN, a40, exynos7885, 480dpi, 1080x2110
Samsung, SM-A305FN, a30, exynos7, 480dpi, 1080x2113
Samsung, SM-A305G, a30, exynos7885, 480dpi, 1080x2113
Samsung, SM-A505FN, a50, exynos9, 480dpi, 1080x2113
Samsung, SM-M305M, m30lte, exynos7885, 480dpi, 1080x2113
Samsung, SM-M305M, m30lte, exynos7904, 480dpi, 1080x2113
Samsung, SM-S506DL, a50, exynos9610, 480dpi, 1080x2113
Samsung, SM-S918U, dm3q, qcom, 420dpi, 1080x2115
Samsung, SM-S901B, r0s, s5e9925, 480dpi, 1080x2115
Samsung, SM-S911B, dm1q, qcom, 480dpi, 1080x2115
Samsung, SM-M315F, m31, exynos961, 450dpi, 1080x2122
Samsung, SM-S906U, g0q, qcom, 480dpi, 1080x2122
Samsung, SM-N9860, c2q, qcom, 420dpi, 1080x2123
Samsung, SM-N986U1, c2q, qcom, 420dpi, 1080x2123
Samsung, SM-M205F, m20lte, exynos7904, 420dpi, 1080x2129
Samsung, SM-M205FN, m20lte, exynos, 420dpi, 1080x2129
Samsung, SM-M205FN, m20lte, exynos7885, 420dpi, 1080x2129
Samsung, SM-M205FN, m20lte, samsungexynos7885, 420dpi, 1080x2129
Samsung, SM-M205M, m20lte, exynos7885, 420dpi, 1080x2129
Samsung, SM-A305F, a30, exynos7885, 420dpi, 1080x2131
Samsung, SM-A305FN, a30, exynos79, 420dpi, 1080x2131
Samsung, SM-A305GT, a30, exynos7885, 420dpi, 1080x2131
Samsung, SM-A305YN, a30, exynos7904, 420dpi, 1080x2131
Samsung, SM-A505FM, a50, exynos9, 420dpi, 1080x2131
Samsung, SM-A505FM, a50, exynos961, 420dpi, 1080x2131
Samsung, SM-A505FN, a50, exynos96, 420dpi, 1080x2131
Samsung, SM-A505FN, a50, exynos961, 420dpi, 1080x2131
Samsung, SM-A505GN, a50, exynos9610, 420dpi, 1080x2131
Samsung, SM-A505N, a50, exynos9610, 420dpi, 1080x2131
Samsung, SM-A505U, a50, exynos9610, 420dpi, 1080x2131
Samsung, SM-A505W, a50, exynos9610, 420dpi, 1080x2131
Samsung, SM-A505YN, a50, exynos9610, 420dpi, 1080x2131
Samsung, SM-A5070, a50s, exynos9611, 420dpi, 1080x2131
Samsung, SM-A507FN, a50s, exynos9611, 420dpi, 1080x2131
Samsung, SM-F415F, f41, exynos9611, 420dpi, 1080x2131
Samsung, SM-M305F, m30lte, exynos7904, 420dpi, 1080x2131
Samsung, SM-M307F, m30s, exynos9611, 420dpi, 1080x2131
Samsung, SM-M307FN, m30s, exynos9, 420dpi, 1080x2131
Samsung, SM-S906E, g0q, qcom, 450dpi, 1080x2131
Samsung, SM-M305M, m30lte, samsungexynos7885, 420dpi, 1080x2136
Samsung, SM-A736B, a73xq, qcom, 540dpi, 1080x2140
Samsung, SM-G770F, r5q, qcom, 540dpi, 1080x2145
Samsung, SM-N980F, c1s, exynos990, 540dpi, 1080x2146
Samsung, SM-N981B, c1s, exynos990, 540dpi, 1080x2146
Samsung, SM-M515F, m51, qcom, 540dpi, 1080x2147
Samsung, SM-A415F, a41, mt6768, 540dpi, 1080x2148
Samsung, SM-A516B, a51x, exynos980, 540dpi, 1080x2150
Samsung, SM-A525F, a52q, qcom, 540dpi, 1080x2150
Samsung, SM-A526B, a52xq, qcom, 540dpi, 1080x2150
Samsung, SM-A528B, a52sxq, qcom, 540dpi, 1080x2150
Samsung, SM-A536B, a53x, s5e8825, 540dpi, 1080x2150
Samsung, SM-G780F, r8s, exynos990, 540dpi, 1080x2150
Samsung, SM-G780G, r8q, qcom, 540dpi, 1080x2150
Samsung, SM-G781B, r8q, qcom, 540dpi, 1080x2150
Samsung, SM-A226B, a22x, mt6833, 480dpi, 1080x2151
Samsung, SM-A325F, a32, mt6769t, 540dpi, 1080x2158
Samsung, SM-A325M, a32, mt6769t, 540dpi, 1080x2158
Samsung, SM-M317F, m31s, exynos9611, 510dpi, 1080x2159
Samsung, SM-A315F, a31, mt6768, 540dpi, 1080x2159
Samsung, SM-A315G, a31, mt6768, 540dpi, 1080x2159
Samsung, SM-A226BR, a22x, mt6833, 450dpi, 1080x2160
Samsung, SM-G981V, x1q, qcom, 540dpi, 1080x2160
Samsung, SM-M325FV, m32, mt6769t, 540dpi, 1080x2160
Samsung, SM-A705FN, a70q, qcom, 540dpi, 1080x2162
Samsung, SM-A705MN, a70q, qcom, 540dpi, 1080x2162
Samsung, SM-A908B, r3q, qcom, 540dpi, 1080x2162
Samsung, SM-G996B, t2s, exynos2100, 540dpi, 1080x2163
Samsung, SM-G9880, z3q, qcom, 540dpi, 1080x2164
Samsung, SM-G986U, y2q, qcom, 540dpi, 1080x2165
Samsung, SM-M526B, m52xq, qcom, 480dpi, 1080x2166
Samsung, SM-M536B, m53x, mt6877, 480dpi, 1080x2166
Samsung, SM-G781U, r8q, qcom, 480dpi, 1080x2168
Samsung, SM-G781V, r8q, qcom, 480dpi, 1080x2168
Samsung, SM-G781W, r8q, qcom, 480dpi, 1080x2168
Samsung, SM-E625F, f62, exynos9825, 450dpi, 1080x2173
Samsung, SM-M625F, m62, exynos9825, 450dpi, 1080x2173
Samsung, SM-N981U, c1q, qcom, 450dpi, 1080x2173
Samsung, SM-G9860, y2q, qcom, 510dpi, 1080x2174
Samsung, SM-A336B, a33x, s5e8825, 480dpi, 1080x2176
Samsung, SM-A336E, a33x, s5e8825, 480dpi, 1080x2176
Samsung, SM-A336M, a33x, s5e8825, 480dpi, 1080x2176
Samsung, SM-G9910, o1q, qcom, 480dpi, 1080x2176
Samsung, SM-G991Q, o1q, qcom, 480dpi, 1080x2176
Samsung, SM-G991U, o1q, qcom, 480dpi, 1080x2176
Samsung, SM-G991U1, o1q, qcom, 480dpi, 1080x2176
Samsung, SM-G991W, o1q, qcom, 480dpi, 1080x2176
Samsung, SM-A525M, a52q, qcom, 450dpi, 1080x2177
Samsung, SM-A536E, a53x, s5e8825, 450dpi, 1080x2177
Samsung, SM-A536W, a53x, s5e8825, 450dpi, 1080x2177
Samsung, SM-G981U1, x1q, qcom, 480dpi, 1080x2178
Samsung, SM-G981W, x1q, qcom, 480dpi, 1080x2178
Samsung, SM-A725M, a72q, qcom, 450dpi, 1080x2179
Samsung, SM-G736B, xcoverpro2, qcom, 540dpi, 1080x2180
Samsung, SM-A605G, a6plte, qcom, 420dpi, 1080x2181
Samsung, SM-A750FN, a7y18lte, exyn, 420dpi, 1080x2181
Samsung, SM-N960N, crownlteks, sams, 420dpi, 1080x2181
Samsung, SM-G996U, t2q, qcom, 480dpi, 1080x2181
Samsung, SM-N9810, c1q, qcom, 420dpi, 1080x2182
Samsung, SM-A715W, a71, qcom, 420dpi, 1080x2183
Samsung, SM-A716U, a71xq, qcom, 420dpi, 1080x2183
Samsung, SM-M526BR, m52xq, qcom, 420dpi, 1080x2184
Samsung, SM-A515F, a51, exynos961, 420dpi, 1080x2186
Samsung, SM-A515U, a51, exynos9611, 420dpi, 1080x2186
Samsung, SM-A516U, a51x, exynos980, 420dpi, 1080x2186
Samsung, SM-A516V, a51xq, qcom, 420dpi, 1080x2186
Samsung, SM-A5260, a52xq, qcom, 420dpi, 1080x2186
Samsung, SM-A526U1, a52xq, qcom, 420dpi, 1080x2186
Samsung, SM-G996N, t2s, exynos2100, 450dpi, 1080x2190
Samsung, SM-G9980, p3q, qcom, 450dpi, 1080x2190
Samsung, SM-G998B, p3s, exynos210, 450dpi, 1080x2190
Samsung, SM-G998N, p3s, exynos2100, 450dpi, 1080x2190
Samsung, SM-G998U1, p3q, qcom, 450dpi, 1080x2190
Samsung, SM-A135F, a13, exynos850, 510dpi, 1080x2190
Samsung, SM-G986U1, y2q, qcom, 450dpi, 1080x2192
Samsung, SM-A315N, a31, mt6768, 420dpi, 1080x2195
Samsung, SM-G990U1, r9q, qcom, 480dpi, 1080x2196
Samsung, SM-A7050, a70q, qcom, 420dpi, 1080x2198
Samsung, SM-A705F, a70q, qcom, 420dpi, 1080x2198
Samsung, SM-A705GM, a70q, qcom, 420dpi, 1080x2198
Samsung, SM-A705U, a70q, qcom, 420dpi, 1080x2198
Samsung, SM-A705W, a70q, qcom, 420dpi, 1080x2198
Samsung, SM-M336B, m33x, s5e8825, 480dpi, 1080x2198
Samsung, SM-G996W, t2q, qcom, 420dpi, 1080x2199
Samsung, SM-A235M, a23, qcom, 450dpi, 1080x2199
Samsung, SM-A137F, a13ve, mt6768, 480dpi, 1080x2199
Samsung, SM-A236B, a23xq, qcom, 480dpi, 1080x2199
Samsung, SM-G988N, z3q, qcom, 420dpi, 1080x2200
Samsung, SM-G988W, z3q, qcom, 420dpi, 1080x2200
Samsung, SM-M236B, m23xq, qcom, 450dpi, 1080x2203
Samsung, SM-A135M, a13, exynos850, 450dpi, 1080x2208
Samsung, SM-A135U1, a13, exynos850, 450dpi, 1080x2208
Samsung, SM-A236M, a23xq, qcom, 450dpi, 1080x2208
Samsung, SM-A405FM, a40, exynos79, 480dpi, 1080x2209
Samsung, SM-G955U, greatqltechn, qcom, 420dpi, 1080x2220
Samsung, SM-G950F, greatqltechn, qcom, 480dpi, 1080x2220
Samsung, SM-G960U, starqltechn, qcom, 480dpi, 1080x2220
Samsung, SM-N981U1, c1q, qcom, 450dpi, 1080x2266
Samsung, SM-G7810, r8q, qcom, 480dpi, 1080x2267
Samsung, SM-G781U1, r8q, qcom, 480dpi, 1080x2267
Samsung, SM-A716V, a71xq, qcom, 420dpi, 1080x2270
Samsung, SM-A526W, a52xq, qcom, 420dpi, 1080x2273
Samsung, SM-A515W, a51, exynos9611, 420dpi, 1080x2312
Samsung, SM-G996U1, t2q, qcom, 450dpi, 1080x2325
Samsung, SM-F711B, b2q, qcom, 510dpi, 1080x2393
Samsung, SM-F700F, bloomq, qcom, 480dpi, 1080x2401
Samsung, SM-F700U, bloomq, qcom, 480dpi, 1080x2401
Samsung, SM-F707B, bloomxq, qcom, 480dpi, 1080x2401
Samsung, SM-F711U, b2q, qcom, 480dpi, 1080x2402
Samsung, SM-F721B, b4q, qcom, 480dpi, 1080x2402
Samsung, SM-F721U, b4q, qcom, 480dpi, 1080x2402
Samsung, SM-F721U1, b4q, qcom, 480dpi, 1080x2402
Samsung, SM-F916B, f2q, qcom, 540dpi, 1101x1958
Samsung, SM-F926B, q2q, qcom, 480dpi, 1161x2064
Samsung, SM-T515, gta3xl, exynos7904, 360dpi, 1200x1812
Samsung, SM-T590, gta2xlwifi, qcom, 360dpi, 1200x1812
Samsung, SM-T510, gta3xlwifi, exynos7904, 320dpi, 1200x1824
Samsung, SM-T595, gta2xllte, qcom, 320dpi, 1200x1824
Samsung, SM-T515, gta3xl, exynos7885, 280dpi, 1200x1836
Samsung, SM-T510, gta3xlwifi, exynos7885, 213dpi, 1200x1845
Samsung, SM-P205, wisdom, exynos7885, 240dpi, 1200x1848
Samsung, SM-X200, gta8wifi, ums512_25c10, 240dpi, 1200x1848
Samsung, SM-X200, gta8wifi, ums512_wifionly, 240dpi, 1200x1848
Samsung, SM-X205, gta8, ums512_1h10, 240dpi, 1200x1848
Samsung, SM-X205, gta8, ums512_25c10, 240dpi, 1200x1848
Samsung, SM-P615, gta4xl, exynos9611, 360dpi, 1200x1892
Samsung, SM-T505, gta4l, qcom, 360dpi, 1200x1892
Samsung, SM-P610, gta4xlwifi, exynos9611, 320dpi, 1200x1904
Samsung, SM-T500, gta4lwifi, qcom, 320dpi, 1200x1904
Samsung, SM-T585, gtaxllte, samsungexynos7870, 360dpi, 1200x1920
Samsung, SM-P613, gta4xlvewifi, qcom, 240dpi, 1200x1928
Samsung, SM-T507, gta4l, qcom, 240dpi, 1200x1928
Samsung, SM-J400F, j4lte, samsungexy, 280dpi, 1280x720
Samsung, GT-I9301I, s3ve3g, qcom, 320dpi, 1280x720
Samsung, SM-A320F, a3y17lte, samsungexynos, 320dpi, 1280x720
Samsung, SM-A320F, a3y17lte, samsungexynos7870, 320dpi, 1280x720
Samsung, SM-A500FU, a5ulte, qcom, 320dpi, 1280x720
Samsung, SM-J320F, j3xlte, sc8830, 320dpi, 1280x720
Samsung, SM-J320FN, j3xnlte, sc8830, 320dpi, 1280x720
Samsung, SM-J330F, j3y17lte, samsungexynos7570, 320dpi, 1280x720
Samsung, SM-J330FN, j3y17lte, samsungexynos7570, 320dpi, 1280x720
Samsung, SM-J500H, j53g, qcom, 320dpi, 1280x720
Samsung, SM-J510FN, j5xnlte, qcom, 320dpi, 1280x720
Samsung, SM-J530F, j5y17lte, samsungexynos7870, 320dpi, 1280x720
Samsung, SM-J710F, j7xelte, samsungexynos7870, 320dpi, 1280x720
Samsung, SM-J727T1, j7popeltemtr, samsungexynos7870, 320dpi, 1280x720
Samsung, SM-G570F, on5xelte, samsungex, 360dpi, 1280x720
Samsung, SM-A500F, a5lte, qcom,320dpi, 1280x720
Samsung, SM-T290, gtowifi, qcom, 213dpi, 1280x736
Samsung, SM-T387T, gtasliteltetmo, qcom, 213dpi, 1280x736
Samsung, GT-P5200, santos103g, santos103g, 160dpi, 1280x800
Samsung, SM-T530, matissewifi, qcom, 160dpi, 1280x800
Samsung, SM-T535, matisselte, qcom, 160dpi, 1280x800
Samsung, SM-T560, gtelwifi, sc8830, 160dpi, 1280x800
Samsung, SM-T561, gtel3g, sc8830, 160dpi, 1280x800
Samsung, GT-N5100, kona3g, smdk4x12, 213dpi, 1280x800
Samsung, SM-T231, degas3g, pxa1088, 213dpi, 1280x800
Samsung, SM-T310, lt01wifi, smdk4x12, 213dpi, 1280x800
Samsung, SM-T331, millet3g, qcom, 213dpi, 1280x800
Samsung, SM-A207F, zerofltektt, mt6768, 422dpi, 1312x2416
Samsung, SM-A105FN, a10, exynos7885, 280dpi, 1382x720
Samsung, SM-A202F, a20e, exynos7884B, 320dpi, 1406x720
Samsung, SM-G920F, zeroflte, samsungexynos74, 560dpi, 1440x2560
Samsung, SM-G928F, noblelte, samsungexynos7420, 560dpi, 1440x2560
Samsung, SAMSUNG-SM-G890A, marinelteatt, samsungexynos7420, 640dpi, 1440x2560
Samsung, SAMSUNG-SM-G925A, zerolteatt, samsungexynos7420, 640dpi, 1440x2560
Samsung, SM-G9200, zerofltechn, samsungexynos7420, 640dpi, 1440x2560
Samsung, SM-G920F, zeroflte, samsungexyno, 640dpi, 1440x2560
Samsung, SM-G920F, zeroflte, samsungexynos7, 640dpi, 1440x2560
Samsung, SM-G920I, zeroflte, samsungexynos7420, 640dpi, 1440x2560
Samsung, SM-G920K, zerofltektt, samsungexynos7420, 640dpi, 1440x2560
Samsung, SM-G920S, zeroflteskt, samsunge, 640dpi, 1440x2560
Samsung, SM-G920S, zeroflteskt, samsungexynos7420, 640dpi, 1440x2560
Samsung, SM-G920T, zerofltetmo, samsungexynos7420, 640dpi, 1440x2560
Samsung, SM-G920W8, zerofltebmc, samsungexynos7420, 640dpi, 1440x2560
Samsung, SM-G9250, zeroltechn, samsungexynos7420, 640dpi, 1440x2560
Samsung, SM-G925F, zerolte, samsungexyno, 640dpi, 1440x2560
Samsung, SM-G925F, zerolteatt, samsungexynos7420, 640dpi, 1440x2560
Samsung, SM-G925K, zeroltektt, samsungexynos7420, 640dpi, 1440x2560
Samsung, SM-G935F, hero2lte, samsungexyn, 640dpi, 1440x2560
Samsung, SM-G935T, heroqltetmo, qcom, 640dpi, 1440x2560
Samsung, SM-G960F, star2lte, samsungexynos8890, 640dpi, 1440x2560
Samsung, SM-J320M, trlte, qcom, 640dpi, 1440x2560
Samsung, SM-N910C, trelte, universal5433, 640dpi, 1440x2560
Samsung, SM-N910F, trlte, qcom, 640dpi, 1440x2560
Samsung, SM-N910H, tre3g, universal5433, 640dpi, 1440x2560
Samsung, SM-N910K, treltektt, universal5433, 640dpi, 1440x2560
Samsung, SM-N910L, treltelgt, universal5433, 640dpi, 1440x2560
Samsung, SM-N910U, trhplte, universal5433, 640dpi, 1440x2560
Samsung, SM-N910W8, trltecan, qcom, 640dpi, 1440x2560
Samsung, SAMSUNG-SM-G920A, zeroflteatt, samsungexynos7420, 720dpi, 1440x2560
Samsung, SM-G920P, zerofltespr, samsungexynos7420, 720dpi, 1440x2560
Samsung, SM-G925I, zerolte, samsungexynos7420, 720dpi, 1440x2560
Samsung, SM-G960F, starlte, samsun, 640dpi, 1440x2768
Samsung, SM-G960F, starqltechn, qcom, 640dpi, 1440x2768
Samsung, SM-N950W, greatqltecs, qcom, 560dpi, 1440x2792
Samsung, SM-N915F, tblte, qcom, 640dpi, 1532x2560
Samsung, SM-N915FY, tblte, qcom, 640dpi, 1532x2560
Samsung, SM-T715, gts28lte, universal5433, 320dpi, 1536x2048
Samsung, SM-T719, gts28velte, qcom, 320dpi, 1536x2048
Samsung, SM-T810, gts210wifi, universal5433, 320dpi, 1536x2048
Samsung, SM-T813, gts210vewifi, qcom, 320dpi, 1536x2048
Samsung, SM-T820, gts3lwifi, qcom, 320dpi, 1536x2048
Samsung, SM-T825, gts3llte, qcom, 320dpi, 1536x2048
Samsung, SM-T815, gts210lte, universal5433, 360dpi, 1536x2048
Samsung, SM-T819, gts210velte, qcom, 360dpi, 1536x2048
Samsung, SM-T865, gts6l, qcom, 480dpi, 1600x2416
Samsung, SM-T725, gts4lv, qcom, 420dpi, 1600x2434
Samsung, SM-T835, gts4llte, qcom, 420dpi, 1600x2434
Samsung, SM-T727V, gts4lv, qcom, 360dpi, 1600x2452
Samsung, SM-T830, gts4lwifi, qcom, 360dpi, 1600x2452
Samsung, SM-T733, gts7fewifi, qcom, 340dpi, 1600x2458
